ID_CEN,ID_CCS,SCORE
c1765142545949086819,c1416708236298526043,0.9999477118022903
c6621507439390240666,c3790301253169623953,0.999945807829948
c6887352324528246288,c4276017300872327519,0.9998874563580924
c5747894076607245041,c3119344898940118166,0.9998366192968213
c4611025512065632098,c3278263791630910488,0.999785902942577
c5626587801201244117,c4777530950405571632,0.9997482806164504
c2801638675332389750,c7302776138034924468,0.9997432674222603
c6372381406434249403,c1693025878787157028,0.9997168667848925
c6650034499529333416,c6001787421254959682,0.9997045158710703
c4471792158766073897,c4171655355612047266,0.9996788748015935
c9244542551115370328,c2262658747494486236,0.9995857558304667
c6393140181254948496,c6167683003932838567,0.9995793026570743
c5038806669149580478,c5844641830319045812,0.9995790038730975
c8679780775705626468,c6784043920644587270,0.9995529083199222
c9070064912643696901,c1900386164020539710,0.9995344689145631
c4590293628491090153,c6005811870985637528,0.999505594223162
c2213132082706168893,c4971669661122842499,0.9994074905419367
c6277110378124024858,c2462102772158255391,0.9993773821694797
c3013518884371212624,c6334499612083612161,0.9993660695592234
c5765361439626643502,c8191467199588470161,0.9992174894286989
c4426058687573131278,c6210422421905396949,0.9991925834514982
c4558395591045099042,c4222977304762840719,0.9991476933153834
c5952528576227650728,c9195637660067697429,0.999135179312443
c4277690384331078333,c7709429089675644559,0.9991308338423519
c2869334828645290850,c5612459037180866975,0.9991082582721177
c4829044692743186526,c2388543046896408448,0.9990816996270658
c4601415793998781086,c5781454813895855895,0.9990798384268588
c3621559728452835324,c3609199911285307560,0.9989134803227926
c2187574500696562768,c1132989735795237397,0.9989027365255397
c6389531670333624736,c4622360485381847736,0.9988443956774714
c3190030506400683277,c4455814808195606218,0.9988295504996928
c3971434427921931658,c3488090021945591446,0.9987866785360033
c2260190941261135912,c6779690373051670382,0.9987191697587919
c1063163010455125146,c5163929365293639840,0.9986400130081117
c5113306020055303701,c6206103657947208241,0.9985993585647357
c6074444920554128728,c2818926427114492694,0.9985925818695874
c7038590162458171536,c4607095126371085607,0.998561440384731
c8605219276088559873,c2151894597383108385,0.9984873267720523
c7173834692549197932,c3332588199564802999,0.9984269165038977
c7559404034534794797,c4746487076516882448,0.998403474773676
c1368830002875565650,c3198437278074019371,0.9983830660364557
c7534266441286338574,c2947455503425260969,0.9981440990788678
c8285268821522054444,c1155163657562896629,0.998140061552399
c8171169201746248854,c2170240657125925669,0.9981086758241573
c4940052511717836843,c7548207055673516360,0.998086476589968
c7671087253411232313,c8624564712354885900,0.9980401658346325
c2391268223362664245,c2296014698149490822,0.9979614651773503
c7810685470117907448,c7934388579519370645,0.997951855643878
c1703809033371650765,c4114423012314471277,0.9979282515291378
c8360356344827593781,c8652565693620383167,0.9979241354186972
c4434677005259426638,c2301861818746106545,0.9979024835967598
c5444812040593217475,c7828784507067878911,0.9978624076212087
c3128221856682152643,c4179044915198579545,0.9977838881034473
c7363451280095467160,c8170292569529367703,0.9977652388811253
c7596783120205956999,c8211835628631244634,0.9977209283835776
c6940599865403703277,c8560671459150940485,0.997671634323559
c1376921010423700430,c1566427346187576933,0.9976479636949477
c7701530560133415579,c8604986095278308968,0.9976300089943309
c1125967658416748433,c8428384937694505833,0.9976133915970715
c7014507346496638499,c3919385877542445080,0.9976006434094464
c1684642787257764664,c8718136706926261542,0.9975243364691027
c8684071710664650766,c6714803665807824483,0.997512315800002
c3528050067228563764,c2005687274995533747,0.9974009598958357
c7710665682289431567,c5529973504431848590,0.9973041767701861
c1945612261143986698,c3178125828879761481,0.997282781966497
c8538026534833001494,c7627962879798501376,0.9972392926982985
c3151737919319505846,c1152917444770422797,0.9971847849621163
c4549911169324905618,c8963408567470117468,0.9971657236390261
c4182513165307525948,c6374824102382493857,0.997141749233342
c2480648522095763513,c2668813984718712325,0.9971016550331064
c5722995360620735870,c1548297208240456340,0.9970607269090697
c8736927389796391464,c1001871444468283401,0.9970543931172219
c3242633331518744126,c4133957738187267608,0.9969686168516749
c7005578218454030415,c5650110207782258810,0.9969609322974274
c8073735675217081383,c3872782910304842003,0.9968821145572321
c7476101857879632131,c8632051493860867016,0.9968634934891818
c4252317320137405363,c2291582016348222603,0.9968319575045801
c3403752861940559275,c2778183208767673183,0.9968164998286974
c3733180353514088784,c2346372368133768572,0.9967575345119842
c3523963727786784587,c6055247501725783110,0.9967149735614393
c8981205164595597220,c9019642335632945846,0.9966164982118271
c8524752469948227010,c8691727417676249303,0.9964249535800995
c7829039828732612081,c2145286783142327251,0.996396417291662
c9102904542194505843,c8273523217078619298,0.9963853439442267
c4237941033023564589,c4453719656298079110,0.9963243472804808
c8191384282936164140,c5082647455337192736,0.9962955892275052
c1477133310459508094,c6289069336362703619,0.9962531854030626
c3974906245064841210,c3137157641569253905,0.9962147970386328
c6345654957374516091,c4991590356949936547,0.9961313626563809
c4276695337479835206,c8043780117520963312,0.9961160989887701
c8778450865961148547,c3776368931391053420,0.9960450868565619
c8750871144262675069,c8720504899147409158,0.9960107175527562
c2310712216636602939,c3432474147425217459,0.9959961069566028
c4217547766450042611,c6030060636973743822,0.9959918509449623
c5159912055643893805,c9092156729890972459,0.9959740943012515
c1038861307540690416,c1125109638585043667,0.9959123808151036
c3074446639496224821,c1758056988117508285,0.9958577213096841
c7337307883789516862,c8917518112232340208,0.9958318411296596
